,image,mask
14654,Dataset\Train\WithoutMask\0_0_liuxiaoqing_0030.jpg,0
14655,Dataset\Train\WithoutMask\0_0_liuxiaoqing_0034.jpg,0
14656,Dataset\Train\WithoutMask\0_0_liuye_0001.jpg,0
14657,Dataset\Train\WithoutMask\0_0_liuye_0003.jpg,0
14658,Dataset\Train\WithoutMask\0_0_liuye_0009.jpg,0
14659,Dataset\Train\WithoutMask\0_0_liuye_0010.jpg,0
14660,Dataset\Train\WithoutMask\0_0_liuye_0050.jpg,0
14661,Dataset\Train\WithoutMask\0_0_liuyifei_0001.jpg,0
14662,Dataset\Train\WithoutMask\0_0_liuyifei_0003.jpg,0
14663,Dataset\Train\WithoutMask\0_0_liuyifei_0014.jpg,0
14664,Dataset\Train\WithoutMask\0_0_liuyifei_0018.jpg,0
14665,Dataset\Train\WithoutMask\0_0_liuyifei_0024.jpg,0
14666,Dataset\Train\WithoutMask\0_0_liweijia_0019.jpg,0
14667,Dataset\Train\WithoutMask\0_0_liweijia_0023.jpg,0
14668,Dataset\Train\WithoutMask\0_0_liweijia_0026.jpg,0
14669,Dataset\Train\WithoutMask\0_0_liwen_0039.jpg,0
14670,Dataset\Train\WithoutMask\0_0_liwen_0061.jpg,0
14671,Dataset\Train\WithoutMask\0_0_liwen_0072.jpg,0
14672,Dataset\Train\WithoutMask\0_0_lixiang_0002.jpg,0
14673,Dataset\Train\WithoutMask\0_0_lixiang_0014.jpg,0
14674,Dataset\Train\WithoutMask\0_0_lixiang_0024.jpg,0
14675,Dataset\Train\WithoutMask\0_0_lixiang_0033.jpg,0
14676,Dataset\Train\WithoutMask\0_0_lixiang_0034.jpg,0
14677,Dataset\Train\WithoutMask\0_0_lixiaolu_0001.jpg,0
14678,Dataset\Train\WithoutMask\0_0_lixiaolu_0021.jpg,0
14679,Dataset\Train\WithoutMask\0_0_lixiaolu_0029.jpg,0
14680,Dataset\Train\WithoutMask\0_0_lixiaolu_0035.jpg,0
14681,Dataset\Train\WithoutMask\0_0_lixingliang_0006.jpg,0
14682,Dataset\Train\WithoutMask\0_0_lixingliang_0011.jpg,0
14683,Dataset\Train\WithoutMask\0_0_lixingliang_0013.jpg,0
14684,Dataset\Train\WithoutMask\0_0_lixingliang_0017.jpg,0
14685,Dataset\Train\WithoutMask\0_0_lixirui_0019.jpg,0
14686,Dataset\Train\WithoutMask\0_0_lixirui_0022.jpg,0
14687,Dataset\Train\WithoutMask\0_0_lixirui_0030.jpg,0
14688,Dataset\Train\WithoutMask\0_0_liyapeng_0020.jpg,0
14689,Dataset\Train\WithoutMask\0_0_liyapeng_0029.jpg,0
14690,Dataset\Train\WithoutMask\0_0_liyapeng_0075.jpg,0
14691,Dataset\Train\WithoutMask\0_0_liyapeng_0088.jpg,0
14692,Dataset\Train\WithoutMask\0_0_liyifeng_0009.jpg,0
14693,Dataset\Train\WithoutMask\0_0_liyifeng_0010.jpg,0
14694,Dataset\Train\WithoutMask\0_0_liyifeng_0019.jpg,0
14695,Dataset\Train\WithoutMask\0_0_liyifeng_0034.jpg,0
14696,Dataset\Train\WithoutMask\0_0_liyifeng_0035.jpg,0
14697,Dataset\Train\WithoutMask\0_0_liyitong_0002.jpg,0
14698,Dataset\Train\WithoutMask\0_0_liyitong_0003.jpg,0
14699,Dataset\Train\WithoutMask\0_0_liyitong_0007.jpg,0
14700,Dataset\Train\WithoutMask\0_0_liyitong_0009.jpg,0
14701,Dataset\Train\WithoutMask\0_0_liyong_0047.jpg,0
14702,Dataset\Train\WithoutMask\0_0_liyong_0077.jpg,0
14703,Dataset\Train\WithoutMask\0_0_liyong_0125.jpg,0
14704,Dataset\Train\WithoutMask\0_0_lizhiting_0004.jpg,0
14705,Dataset\Train\WithoutMask\0_0_lizhiting_0020.jpg,0
14706,Dataset\Train\WithoutMask\0_0_lizhiting_0028.jpg,0
14707,Dataset\Train\WithoutMask\0_0_lizhiting_0034.jpg,0
14708,Dataset\Train\WithoutMask\0_0_lizi_0006.jpg,0
14709,Dataset\Train\WithoutMask\0_0_lizi_0012.jpg,0
14710,Dataset\Train\WithoutMask\0_0_lizi_0018.jpg,0
14711,Dataset\Train\WithoutMask\0_0_lizi_0051.jpg,0
14712,Dataset\Train\WithoutMask\0_0_lizi_0052.jpg,0
14713,Dataset\Train\WithoutMask\0_0_louyixiao_0012.jpg,0
14714,Dataset\Train\WithoutMask\0_0_louyixiao_0014.jpg,0
14715,Dataset\Train\WithoutMask\0_0_louyixiao_0015.jpg,0
14716,Dataset\Train\WithoutMask\0_0_louyixiao_0017.jpg,0
14717,Dataset\Train\WithoutMask\0_0_louyixiao_0018.jpg,0
14718,Dataset\Train\WithoutMask\0_0_luchen_0044.jpg,0
14719,Dataset\Train\WithoutMask\0_0_luchen_0067.jpg,0
14720,Dataset\Train\WithoutMask\0_0_luchen_0068.jpg,0
14721,Dataset\Train\WithoutMask\0_0_luchen_0069.jpg,0
14722,Dataset\Train\WithoutMask\0_0_luchen_0094.jpg,0
14723,Dataset\Train\WithoutMask\0_0_lufangsheng_0018.jpg,0
14724,Dataset\Train\WithoutMask\0_0_lufangsheng_0026.jpg,0
14725,Dataset\Train\WithoutMask\0_0_lufangsheng_0034.jpg,0
14726,Dataset\Train\WithoutMask\0_0_lufangsheng_0044.jpg,0
14727,Dataset\Train\WithoutMask\0_0_lufangsheng_0050.jpg,0
14728,Dataset\Train\WithoutMask\0_0_luhan_0012.jpg,0
14729,Dataset\Train\WithoutMask\0_0_luhan_0016.jpg,0
14730,Dataset\Train\WithoutMask\0_0_luhan_0019.jpg,0
14731,Dataset\Train\WithoutMask\0_0_luhan_0024.jpg,0
14732,Dataset\Train\WithoutMask\0_0_luojin_0005.jpg,0
14733,Dataset\Train\WithoutMask\0_0_luojin_0022.jpg,0
14734,Dataset\Train\WithoutMask\0_0_luojin_0024.jpg,0
14735,Dataset\Train\WithoutMask\0_0_luomeiwei_0012.jpg,0
14736,Dataset\Train\WithoutMask\0_0_luomeiwei_0014.jpg,0
14737,Dataset\Train\WithoutMask\0_0_luomeiwei_0018.jpg,0
14738,Dataset\Train\WithoutMask\0_0_luomeiwei_0021.jpg,0
14739,Dataset\Train\WithoutMask\0_0_luomeiwei_0023.jpg,0
14740,Dataset\Train\WithoutMask\0_0_luozhixiang_0002.jpg,0
14741,Dataset\Train\WithoutMask\0_0_luozhixiang_0008.jpg,0
14742,Dataset\Train\WithoutMask\0_0_luozhixiang_0009.jpg,0
14743,Dataset\Train\WithoutMask\0_0_luozhixiang_0011.jpg,0
14744,Dataset\Train\WithoutMask\0_0_luyi_0005.jpg,0
14745,Dataset\Train\WithoutMask\0_0_luyi_0014.jpg,0
14746,Dataset\Train\WithoutMask\0_0_luyi_0019.jpg,0
14747,Dataset\Train\WithoutMask\0_0_lvjiarong_0002.jpg,0
14748,Dataset\Train\WithoutMask\0_0_lvjiarong_0008.jpg,0
14749,Dataset\Train\WithoutMask\0_0_lvjiarong_0017.jpg,0
14750,Dataset\Train\WithoutMask\0_0_lvjiarong_0031.jpg,0
14751,Dataset\Train\WithoutMask\0_0_lvyi_0002.jpg,0
14752,Dataset\Train\WithoutMask\0_0_lvyi_0003.jpg,0
14753,Dataset\Train\WithoutMask\0_0_lvyi_0014.jpg,0
14754,Dataset\Train\WithoutMask\0_0_lvyi_0024.jpg,0
14755,Dataset\Train\WithoutMask\0_0_maguoming_0013.jpg,0
14756,Dataset\Train\WithoutMask\0_0_maguoming_0021.jpg,0
14757,Dataset\Train\WithoutMask\0_0_maguoming_0028.jpg,0
14758,Dataset\Train\WithoutMask\0_0_maguoming_0030.jpg,0
14759,Dataset\Train\WithoutMask\0_0_majunwei_0004.jpg,0
14760,Dataset\Train\WithoutMask\0_0_majunwei_0005.jpg,0
14761,Dataset\Train\WithoutMask\0_0_majunwei_0006.jpg,0
14762,Dataset\Train\WithoutMask\0_0_majunwei_0013.jpg,0
14763,Dataset\Train\WithoutMask\0_0_make_0005.jpg,0
14764,Dataset\Train\WithoutMask\0_0_make_0009.jpg,0
14765,Dataset\Train\WithoutMask\0_0_make_0010.jpg,0
14766,Dataset\Train\WithoutMask\0_0_make_0012.jpg,0
14767,Dataset\Train\WithoutMask\0_0_make_0014.jpg,0
14768,Dataset\Train\WithoutMask\0_0_mali_0016.jpg,0
14769,Dataset\Train\WithoutMask\0_0_mali_0022.jpg,0
14770,Dataset\Train\WithoutMask\0_0_mali_0027.jpg,0
14771,Dataset\Train\WithoutMask\0_0_mali_0045.jpg,0
14772,Dataset\Train\WithoutMask\0_0_maolinlin_0003.jpg,0
14773,Dataset\Train\WithoutMask\0_0_maolinlin_0005.jpg,0
14774,Dataset\Train\WithoutMask\0_0_maolinlin_0012.jpg,0
14775,Dataset\Train\WithoutMask\0_0_maolinlin_0013.jpg,0
14776,Dataset\Train\WithoutMask\0_0_maolinlin_0020.jpg,0
14777,Dataset\Train\WithoutMask\0_0_maoxiaotong_0002.jpg,0
14778,Dataset\Train\WithoutMask\0_0_maoxiaotong_0010.jpg,0
14779,Dataset\Train\WithoutMask\0_0_maoxiaotong_0013.jpg,0
14780,Dataset\Train\WithoutMask\0_0_maoxiaotong_0014.jpg,0
14781,Dataset\Train\WithoutMask\0_0_maoxiaotong_0017.jpg,0
14782,Dataset\Train\WithoutMask\0_0_maozijun_0004.jpg,0
14783,Dataset\Train\WithoutMask\0_0_maozijun_0006.jpg,0
14784,Dataset\Train\WithoutMask\0_0_maozijun_0007.jpg,0
14785,Dataset\Train\WithoutMask\0_0_maozijun_0009.jpg,0
14786,Dataset\Train\WithoutMask\0_0_maozijun_0015.jpg,0
14787,Dataset\Train\WithoutMask\0_0_maqiguang_0006.jpg,0
14788,Dataset\Train\WithoutMask\0_0_maqiguang_0018.jpg,0
14789,Dataset\Train\WithoutMask\0_0_maqiguang_0022.jpg,0
14790,Dataset\Train\WithoutMask\0_0_maqiguang_0023.jpg,0
14791,Dataset\Train\WithoutMask\0_0_masichun_0010.jpg,0
14792,Dataset\Train\WithoutMask\0_0_masichun_0012.jpg,0
14793,Dataset\Train\WithoutMask\0_0_masichun_0021.jpg,0
14794,Dataset\Train\WithoutMask\0_0_masichun_0027.jpg,0
14795,Dataset\Train\WithoutMask\0_0_masu_0009.jpg,0
14796,Dataset\Train\WithoutMask\0_0_masu_0013.jpg,0
14797,Dataset\Train\WithoutMask\0_0_masu_0016.jpg,0
14798,Dataset\Train\WithoutMask\0_0_masu_0026.jpg,0
14799,Dataset\Train\WithoutMask\0_0_matianyu_0021.jpg,0
14800,Dataset\Train\WithoutMask\0_0_matianyu_0022.jpg,0
14801,Dataset\Train\WithoutMask\0_0_matianyu_0024.jpg,0
14802,Dataset\Train\WithoutMask\0_0_matianyu_0042.jpg,0
14803,Dataset\Train\WithoutMask\0_0_mayili_0005.jpg,0
14804,Dataset\Train\WithoutMask\0_0_mayili_0018.jpg,0
14805,Dataset\Train\WithoutMask\0_0_mayili_0042.jpg,0
14806,Dataset\Train\WithoutMask\0_0_mayili_0048.jpg,0
14807,Dataset\Train\WithoutMask\0_0_mayili_0063.jpg,0
14808,Dataset\Train\WithoutMask\0_0_meiyanfang_0004.jpg,0
14809,Dataset\Train\WithoutMask\0_0_meiyanfang_0021.jpg,0
14810,Dataset\Train\WithoutMask\0_0_meiyanfang_0026.jpg,0
14811,Dataset\Train\WithoutMask\0_0_meiyanfang_0027.jpg,0
14812,Dataset\Train\WithoutMask\0_0_meiyanfang_0035.jpg,0
14813,Dataset\Train\WithoutMask\0_0_mingdao_0002.jpg,0
14814,Dataset\Train\WithoutMask\0_0_mingdao_0013.jpg,0
14815,Dataset\Train\WithoutMask\0_0_mingdao_0015.jpg,0
14816,Dataset\Train\WithoutMask\0_0_mingdao_0016.jpg,0
14817,Dataset\Train\WithoutMask\0_0_mowenwei_0024.jpg,0
14818,Dataset\Train\WithoutMask\0_0_mowenwei_0044.jpg,0
14819,Dataset\Train\WithoutMask\0_0_mowenwei_0059.jpg,0
14820,Dataset\Train\WithoutMask\0_0_mowenwei_0067.jpg,0
14821,Dataset\Train\WithoutMask\0_0_nieyuan_0027.jpg,0
14822,Dataset\Train\WithoutMask\0_0_nieyuan_0045.jpg,0
14823,Dataset\Train\WithoutMask\0_0_nieyuan_0053.jpg,0
14824,Dataset\Train\WithoutMask\0_0_ningjing_0001.jpg,0
14825,Dataset\Train\WithoutMask\0_0_nini_0006.jpg,0
14826,Dataset\Train\WithoutMask\0_0_nini_0008.jpg,0
14827,Dataset\Train\WithoutMask\0_0_nini_0010.jpg,0
14828,Dataset\Train\WithoutMask\0_0_nini_0011.jpg,0
14829,Dataset\Train\WithoutMask\0_0_nini_0014.jpg,0
14830,Dataset\Train\WithoutMask\0_0_oudi_0015.jpg,0
14831,Dataset\Train\WithoutMask\0_0_oudi_0018.jpg,0
14832,Dataset\Train\WithoutMask\0_0_oudi_0028.jpg,0
14833,Dataset\Train\WithoutMask\0_0_oudi_0033.jpg,0
14834,Dataset\Train\WithoutMask\0_0_oudi_0043.jpg,0
14835,Dataset\Train\WithoutMask\0_0_ouhao_0019.jpg,0
14836,Dataset\Train\WithoutMask\0_0_ouhao_0022.jpg,0
14837,Dataset\Train\WithoutMask\0_0_ouhao_0029.jpg,0
14838,Dataset\Train\WithoutMask\0_0_panyueming_0003.jpg,0
14839,Dataset\Train\WithoutMask\0_0_panyueming_0004.jpg,0
14840,Dataset\Train\WithoutMask\0_0_panyueming_0035.jpg,0
14841,Dataset\Train\WithoutMask\0_0_panyueming_0040.jpg,0
14842,Dataset\Train\WithoutMask\0_0_panyueming_0060.jpg,0
14843,Dataset\Train\WithoutMask\0_0_pengchuyue_0005.jpg,0
14844,Dataset\Train\WithoutMask\0_0_pengchuyue_0012.jpg,0
14845,Dataset\Train\WithoutMask\0_0_pengchuyue_0018.jpg,0
14846,Dataset\Train\WithoutMask\0_0_pengguanying_0005.jpg,0
14847,Dataset\Train\WithoutMask\0_0_pengguanying_0008.jpg,0
14848,Dataset\Train\WithoutMask\0_0_pengguanying_0035.jpg,0
14849,Dataset\Train\WithoutMask\0_0_pengguanying_0049.jpg,0
14850,Dataset\Train\WithoutMask\0_0_pengguanying_0052.jpg,0
14851,Dataset\Train\WithoutMask\0_0_pengjing_0005.jpg,0
14852,Dataset\Train\WithoutMask\0_0_pengjing_0034.jpg,0
14853,Dataset\Train\WithoutMask\0_0_pengjing_0059.jpg,0
14854,Dataset\Train\WithoutMask\0_0_pengyuyan_0015.jpg,0
14855,Dataset\Train\WithoutMask\0_0_pengyuyan_0016.jpg,0
14856,Dataset\Train\WithoutMask\0_0_pengyuyan_0035.jpg,0
14857,Dataset\Train\WithoutMask\0_0_pengyuyan_0045.jpg,0
14858,Dataset\Train\WithoutMask\0_0_pubajia_0012.jpg,0
14859,Dataset\Train\WithoutMask\0_0_pubajia_0028.jpg,0
14860,Dataset\Train\WithoutMask\0_0_qianfeng_0003.jpg,0
14861,Dataset\Train\WithoutMask\0_0_qianfeng_0008.jpg,0
14862,Dataset\Train\WithoutMask\0_0_qianfeng_0037.jpg,0
14863,Dataset\Train\WithoutMask\0_0_qianfeng_0056.jpg,0
14864,Dataset\Train\WithoutMask\0_0_qianyongchen_0004.jpg,0
14865,Dataset\Train\WithoutMask\0_0_qianyongchen_0008.jpg,0
14866,Dataset\Train\WithoutMask\0_0_qianyongchen_0022.jpg,0
14867,Dataset\Train\WithoutMask\0_0_qianyongchen_0023.jpg,0
14868,Dataset\Train\WithoutMask\0_0_qiaorenliang_0001.jpg,0
14869,Dataset\Train\WithoutMask\0_0_qiaorenliang_0003.jpg,0
14870,Dataset\Train\WithoutMask\0_0_qiaorenliang_0005.jpg,0
14871,Dataset\Train\WithoutMask\0_0_qiaorenliang_0006.jpg,0
14872,Dataset\Train\WithoutMask\0_0_qiaoxin_0001.jpg,0
14873,Dataset\Train\WithoutMask\0_0_qiaoxin_0019.jpg,0
14874,Dataset\Train\WithoutMask\0_0_qiaoxin_0026.jpg,0
14875,Dataset\Train\WithoutMask\0_0_qiaoxin_0034.jpg,0
14876,Dataset\Train\WithoutMask\0_0_qiaoxin_0035.jpg,0
14877,Dataset\Train\WithoutMask\0_0_qiaozhenyu_0002.jpg,0
14878,Dataset\Train\WithoutMask\0_0_qiaozhenyu_0004.jpg,0
14879,Dataset\Train\WithoutMask\0_0_qiaozhenyu_0007.jpg,0
14880,Dataset\Train\WithoutMask\0_0_qiaozhenyu_0008.jpg,0
14881,Dataset\Train\WithoutMask\0_0_qiaozhenyu_0013.jpg,0
14882,Dataset\Train\WithoutMask\0_0_qinhao_0002.jpg,0
14883,Dataset\Train\WithoutMask\0_0_qinhao_0006.jpg,0
14884,Dataset\Train\WithoutMask\0_0_qinhao_0008.jpg,0
14885,Dataset\Train\WithoutMask\0_0_qinhao_0015.jpg,0
14886,Dataset\Train\WithoutMask\0_0_qinhao_0026.jpg,0
14887,Dataset\Train\WithoutMask\0_0_qinjunjie_0004.jpg,0
14888,Dataset\Train\WithoutMask\0_0_qinjunjie_0020.jpg,0
14889,Dataset\Train\WithoutMask\0_0_qinjunjie_0026.jpg,0
14890,Dataset\Train\WithoutMask\0_0_qinjunjie_0033.jpg,0
14891,Dataset\Train\WithoutMask\0_0_qinlan_0013.jpg,0
14892,Dataset\Train\WithoutMask\0_0_qinlan_0023.jpg,0
14893,Dataset\Train\WithoutMask\0_0_qinlan_0024.jpg,0
14894,Dataset\Train\WithoutMask\0_0_qinlan_0042.jpg,0
14895,Dataset\Train\WithoutMask\0_0_qiqi_0008.jpg,0
14896,Dataset\Train\WithoutMask\0_0_qiqi_0028.jpg,0
14897,Dataset\Train\WithoutMask\0_0_qiushuzhen_0005.jpg,0
14898,Dataset\Train\WithoutMask\0_0_qiushuzhen_0010.jpg,0
14899,Dataset\Train\WithoutMask\0_0_qiushuzhen_0014.jpg,0
14900,Dataset\Train\WithoutMask\0_0_qiushuzhen_0017.jpg,0
14901,Dataset\Train\WithoutMask\0_0_qiushuzhen_0020.jpg,0
14902,Dataset\Train\WithoutMask\0_0_qiuze_0003.jpg,0
14903,Dataset\Train\WithoutMask\0_0_qiuze_0018.jpg,0
14904,Dataset\Train\WithoutMask\0_0_qiuze_0021.jpg,0
14905,Dataset\Train\WithoutMask\0_0_qiwei_0014.jpg,0
14906,Dataset\Train\WithoutMask\0_0_qiwei_0042.jpg,0
14907,Dataset\Train\WithoutMask\0_0_qiwei_0062.jpg,0
14908,Dataset\Train\WithoutMask\0_0_qiwei_0068.jpg,0
14909,Dataset\Train\WithoutMask\0_0_qiwei_0078.jpg,0
14910,Dataset\Train\WithoutMask\0_0_qiyu_0037.jpg,0
14911,Dataset\Train\WithoutMask\0_0_qiyu_0055.jpg,0
14912,Dataset\Train\WithoutMask\0_0_qiyu_0078.jpg,0
14913,Dataset\Train\WithoutMask\0_0_qiyu_0092.jpg,0
14914,Dataset\Train\WithoutMask\0_0_qiyu_0094.jpg,0
14915,Dataset\Train\WithoutMask\0_0_raowei_0012.jpg,0
14916,Dataset\Train\WithoutMask\0_0_raowei_0015.jpg,0
14917,Dataset\Train\WithoutMask\0_0_raowei_0023.jpg,0
14918,Dataset\Train\WithoutMask\0_0_renhan_0002.jpg,0
14919,Dataset\Train\WithoutMask\0_0_renhan_0006.jpg,0
14920,Dataset\Train\WithoutMask\0_0_renhan_0011.jpg,0
14921,Dataset\Train\WithoutMask\0_0_renhan_0016.jpg,0
14922,Dataset\Train\WithoutMask\0_0_renhan_0017.jpg,0
14923,Dataset\Train\WithoutMask\0_0_renquan_0005.jpg,0
14924,Dataset\Train\WithoutMask\0_0_renquan_0007.jpg,0
14925,Dataset\Train\WithoutMask\0_0_renquan_0014.jpg,0
14926,Dataset\Train\WithoutMask\0_0_rongzuer_0009.jpg,0
14927,Dataset\Train\WithoutMask\0_0_rongzuer_0040.jpg,0
14928,Dataset\Train\WithoutMask\0_0_rongzuer_0046.jpg,0
14929,Dataset\Train\WithoutMask\0_0_rongzuer_0051.jpg,0
14930,Dataset\Train\WithoutMask\0_0_rongzuer_0057.jpg,0
14931,Dataset\Train\WithoutMask\0_0_ruanjingtian_0001.jpg,0
14932,Dataset\Train\WithoutMask\0_0_ruanjingtian_0024.jpg,0
14933,Dataset\Train\WithoutMask\0_0_ruanjingtian_0038.jpg,0
14934,Dataset\Train\WithoutMask\0_0_ruanjingtian_0042.jpg,0
14935,Dataset\Train\WithoutMask\0_0_shaofeng_0014.jpg,0
14936,Dataset\Train\WithoutMask\0_0_shaofeng_0023.jpg,0
14937,Dataset\Train\WithoutMask\0_0_shaofeng_0024.jpg,0
14938,Dataset\Train\WithoutMask\0_0_shenmengchen_0002.jpg,0
14939,Dataset\Train\WithoutMask\0_0_shenmengchen_0014.jpg,0
14940,Dataset\Train\WithoutMask\0_0_shenmengchen_0015.jpg,0
14941,Dataset\Train\WithoutMask\0_0_shenmengchen_0016.jpg,0
14942,Dataset\Train\WithoutMask\0_0_shenmengchen_0033.jpg,0
14943,Dataset\Train\WithoutMask\0_0_shenteng_0025.jpg,0
14944,Dataset\Train\WithoutMask\0_0_shenteng_0028.jpg,0
14945,Dataset\Train\WithoutMask\0_0_shenteng_0031.jpg,0
14946,Dataset\Train\WithoutMask\0_0_shenteng_0046.jpg,0
14947,Dataset\Train\WithoutMask\0_0_shenteng_0087.jpg,0
14948,Dataset\Train\WithoutMask\0_0_shuqi_0016.jpg,0
14949,Dataset\Train\WithoutMask\0_0_shuqi_0020.jpg,0
14950,Dataset\Train\WithoutMask\0_0_shuqi_0046.jpg,0
14951,Dataset\Train\WithoutMask\0_0_shuqi_0054.jpg,0
14952,Dataset\Train\WithoutMask\0_0_songdandan_0006.jpg,0
14953,Dataset\Train\WithoutMask\0_0_songdandan_0012.jpg,0
14954,Dataset\Train\WithoutMask\0_0_songdandan_0017.jpg,0
14955,Dataset\Train\WithoutMask\0_0_songdandan_0023.jpg,0
14956,Dataset\Train\WithoutMask\0_0_songqian_0009.jpg,0
14957,Dataset\Train\WithoutMask\0_0_songqian_0010.jpg,0
14958,Dataset\Train\WithoutMask\0_0_songqian_0014.jpg,0
14959,Dataset\Train\WithoutMask\0_0_songqian_0027.jpg,0
14960,Dataset\Train\WithoutMask\0_0_songqian_0029.jpg,0
14961,Dataset\Train\WithoutMask\0_0_songxiaobao_0002.jpg,0
14962,Dataset\Train\WithoutMask\0_0_songxiaobao_0008.jpg,0
14963,Dataset\Train\WithoutMask\0_0_songxiaobao_0017.jpg,0
14964,Dataset\Train\WithoutMask\0_0_songxiaobao_0021.jpg,0
14965,Dataset\Train\WithoutMask\0_0_songxiaobao_0025.jpg,0
14966,Dataset\Train\WithoutMask\0_0_songxiaobo_0003.jpg,0
14967,Dataset\Train\WithoutMask\0_0_songxiaobo_0010.jpg,0
14968,Dataset\Train\WithoutMask\0_0_songxiaobo_0013.jpg,0
14969,Dataset\Train\WithoutMask\0_0_songxiaobo_0028.jpg,0
14970,Dataset\Train\WithoutMask\0_0_songxiaobo_0029.jpg,0
14971,Dataset\Train\WithoutMask\0_0_songxiaofeng_0002.jpg,0
14972,Dataset\Train\WithoutMask\0_0_songxiaofeng_0009.jpg,0
14973,Dataset\Train\WithoutMask\0_0_songxiaofeng_0036.jpg,0
14974,Dataset\Train\WithoutMask\0_0_songxiaofeng_0040.jpg,0
14975,Dataset\Train\WithoutMask\0_0_songzuer_0008.jpg,0
14976,Dataset\Train\WithoutMask\0_0_songzuer_0013.jpg,0
14977,Dataset\Train\WithoutMask\0_0_songzuer_0027.jpg,0
14978,Dataset\Train\WithoutMask\0_0_songzuying_0030.jpg,0
14979,Dataset\Train\WithoutMask\0_0_songzuying_0089.jpg,0
14980,Dataset\Train\WithoutMask\0_0_songzuying_0093.jpg,0
14981,Dataset\Train\WithoutMask\0_0_sunhonglei_0006.jpg,0
14982,Dataset\Train\WithoutMask\0_0_sunhonglei_0015.jpg,0
14983,Dataset\Train\WithoutMask\0_0_sunhonglei_0028.jpg,0
14984,Dataset\Train\WithoutMask\0_0_sunhonglei_0041.jpg,0
14985,Dataset\Train\WithoutMask\0_0_sunli_0008.jpg,0
14986,Dataset\Train\WithoutMask\0_0_sunli_0037.jpg,0
14987,Dataset\Train\WithoutMask\0_0_sunli_0039.jpg,0
14988,Dataset\Train\WithoutMask\0_0_sunli_0041.jpg,0
14989,Dataset\Train\WithoutMask\0_0_sunxiaoxiao_0003.jpg,0
14990,Dataset\Train\WithoutMask\0_0_sunxiaoxiao_0006.jpg,0
14991,Dataset\Train\WithoutMask\0_0_sunxiaoxiao_0007.jpg,0
14992,Dataset\Train\WithoutMask\0_0_sunxiaoxiao_0018.jpg,0
14993,Dataset\Train\WithoutMask\0_0_sunyaowei_0001.jpg,0
14994,Dataset\Train\WithoutMask\0_0_sunyaowei_0003.jpg,0
14995,Dataset\Train\WithoutMask\0_0_sunyaowei_0004.jpg,0
14996,Dataset\Train\WithoutMask\0_0_sunyaowei_0010.jpg,0
14997,Dataset\Train\WithoutMask\0_0_sunyizhou_0005.jpg,0
14998,Dataset\Train\WithoutMask\0_0_sunyizhou_0009.jpg,0
14999,Dataset\Train\WithoutMask\0_0_sunyizhou_0010.jpg,0
15000,Dataset\Train\WithoutMask\0_0_sunyizhou_0020.jpg,0
15001,Dataset\Train\WithoutMask\0_0_sunyizhou_0023.jpg,0
15002,Dataset\Train\WithoutMask\0_0_sunyi_0001.jpg,0
15003,Dataset\Train\WithoutMask\0_0_sunyi_0034.jpg,0
15004,Dataset\Train\WithoutMask\0_0_sunyi_0044.jpg,0
15005,Dataset\Train\WithoutMask\0_0_sunyi_0067.jpg,0
15006,Dataset\Train\WithoutMask\0_0_sunyue_0016.jpg,0
15007,Dataset\Train\WithoutMask\0_0_sunyue_0037.jpg,0
15008,Dataset\Train\WithoutMask\0_0_sunyue_0039.jpg,0
15009,Dataset\Train\WithoutMask\0_0_sunyue_0045.jpg,0
15010,Dataset\Train\WithoutMask\0_0_sunyue_0050.jpg,0
15011,Dataset\Train\WithoutMask\0_0_suxing_0012.jpg,0
15012,Dataset\Train\WithoutMask\0_0_suxing_0024.jpg,0
15013,Dataset\Train\WithoutMask\0_0_tangning_0003.jpg,0
15014,Dataset\Train\WithoutMask\0_0_tangning_0016.jpg,0
15015,Dataset\Train\WithoutMask\0_0_tangning_0024.jpg,0
15016,Dataset\Train\WithoutMask\0_0_tangwei_0009.jpg,0
15017,Dataset\Train\WithoutMask\0_0_tangwei_0038.jpg,0
15018,Dataset\Train\WithoutMask\0_0_tangwei_0043.jpg,0
15019,Dataset\Train\WithoutMask\0_0_tangwei_0057.jpg,0
15020,Dataset\Train\WithoutMask\0_0_tangwei_0066.jpg,0
15021,Dataset\Train\WithoutMask\0_0_tangyan_0013.jpg,0
15022,Dataset\Train\WithoutMask\0_0_tangyan_0018.jpg,0
15023,Dataset\Train\WithoutMask\0_0_tangyan_0025.jpg,0
15024,Dataset\Train\WithoutMask\0_0_tangyan_0038.jpg,0
15025,Dataset\Train\WithoutMask\0_0_tangyan_0056.jpg,0
15026,Dataset\Train\WithoutMask\0_0_tangyixin_0013.jpg,0
15027,Dataset\Train\WithoutMask\0_0_tangyixin_0016.jpg,0
15028,Dataset\Train\WithoutMask\0_0_tangyixin_0023.jpg,0
15029,Dataset\Train\WithoutMask\0_0_tangyixin_0024.jpg,0
15030,Dataset\Train\WithoutMask\0_0_tangyixin_0025.jpg,0
15031,Dataset\Train\WithoutMask\0_0_tangyuzhe_0001.jpg,0
15032,Dataset\Train\WithoutMask\0_0_tangyuzhe_0002.jpg,0
15033,Dataset\Train\WithoutMask\0_0_tangyuzhe_0003.jpg,0
15034,Dataset\Train\WithoutMask\0_0_tangyuzhe_0007.jpg,0
15035,Dataset\Train\WithoutMask\0_0_tangyuzhe_0026.jpg,0
